"","Quantity","UnitPrice","month","week","time","Sales"
"741",2,8.5,1,7,15,17
"742",1,8.29,11,3,14,8.29
"743",1,4.96,10,5,9,4.96
"744",4,0.39,11,3,13,1.56
"745",36,2.1,7,1,12,75.6
"746",1,3.75,5,3,12,3.75
"747",2,6.95,10,1,13,13.9
"748",12,1.25,5,1,14,15
"749",1,1.95,3,5,10,1.95
"750",1,2.95,2,7,14,2.95
"751",2,12.46,10,1,14,24.92
"752",8,4.65,11,2,9,37.2
"753",24,0.85,8,5,8,20.4
"754",100,1.06,4,4,9,106
"755",1,0.85,7,7,11,0.85
"756",4,5.95,8,1,10,23.8
"757",10,1.65,5,4,9,16.5
"758",6,2.49,11,4,11,14.94
"759",6,2.46,5,2,16,14.76
"760",3,5.95,2,4,12,17.85
"761",384,0.55,11,3,11,211.2
"762",2,5.79,1,4,18,11.58
"763",4,5.95,9,7,11,23.8
"764",12,1.25,8,3,14,15
"765",1,3.95,12,4,14,3.95
"766",15,2.95,1,2,12,44.25
"767",6,4.95,2,5,11,29.7
"768",12,0.85,12,3,9,10.2
"769",25,0.42,7,2,12,10.5
"770",6,2.55,10,5,15,15.3
"771",1,5.95,8,3,17,5.95
"772",12,0.83,12,1,17,9.96
"773",36,1.95,4,2,8,70.2
"774",4,1.25,7,7,13,5
"775",20,1.65,11,3,12,33
"776",12,1.25,5,3,12,15
"777",48,1.45,1,5,13,69.6
"778",3,0.85,4,7,12,2.55
"779",20,9.13,11,2,10,182.6
"780",4,4.95,3,3,15,19.8
"781",1,2.46,8,4,16,2.46
"782",60,1.65,6,7,11,99
"783",4,1.49,12,7,12,5.96
"784",24,0.85,7,1,12,20.4
"785",1,1.63,12,1,17,1.63
"786",24,0.42,8,2,10,10.08
"787",40,1.65,3,4,18,66
"788",1,7.95,4,2,12,7.95
"789",2,2.08,4,4,16,4.16
"790",1,2.08,9,7,15,2.08
"791",10,1.65,2,1,14,16.5
"792",8,0.83,10,3,12,6.64
"793",12,0.65,5,4,9,7.8
"794",2,8.5,1,2,11,17
"795",2,1.95,7,1,13,3.9
"796",6,1.65,1,7,14,9.9
"797",12,1.25,7,3,13,15
"798",12,1.45,7,3,12,17.4
"799",2,3.29,11,3,15,6.58
"800",1,1.65,9,4,12,1.65
"801",12,2.55,12,7,12,30.6
"802",2,8.5,1,4,11,17
"803",1,2.1,11,7,13,2.1
"804",24,0.55,2,3,13,13.2
"805",10,1.65,7,3,9,16.5
"806",12,1.25,10,4,10,15
"807",2,3.75,10,4,12,7.5
"808",12,1.65,11,5,15,19.8
"809",10,2.08,10,4,16,20.8
"810",12,2.95,5,1,12,35.4
"811",19,0.79,6,3,15,15.01
"812",30,1.65,3,7,10,49.5
"813",1,0.42,11,5,12,0.42
"814",36,0.85,2,5,12,30.6
"815",2,6.75,8,4,12,13.5
"816",2,0.19,11,4,13,0.38
"817",1,1.25,9,3,11,1.25
"818",20,7.08,11,3,12,141.6
"819",1,4.95,11,5,11,4.95
"820",1,2.1,11,3,16,2.1
"821",6,2.95,5,4,10,17.7
"822",6,3.36,12,5,14,20.16
"823",48,1.45,10,5,12,69.6
"824",3,4.13,11,3,15,12.39
"825",1,14.13,4,5,10,14.13
"826",1,5.75,7,5,15,5.75
"827",1,1.95,12,2,12,1.95
"828",1,18,7,5,12,18
"829",1,8.29,11,3,11,8.29
"830",12,2.08,10,1,12,24.96
"831",20,0.42,7,7,10,8.4
"832",2,1.25,10,7,14,2.5
"833",4,3.29,10,1,17,13.16
"834",1,24.96,10,2,16,24.96
"835",12,0.85,2,4,12,10.2
"836",24,1.25,5,2,8,30
"837",1,8.5,1,4,15,8.5
"838",1,4.96,9,5,10,4.96
"839",12,1.25,10,5,14,15
"840",2,3.95,5,7,14,7.9
"841",12,1.25,4,5,10,15
"842",24,1.45,10,2,12,34.8
"843",2,0.42,2,3,15,0.84
"844",2,1.65,4,3,13,3.3
"845",3,4.95,11,4,17,14.85
"846",6,1.25,4,3,15,7.5
"847",6,0.79,12,2,12,4.74
"848",3,39.95,2,3,15,119.85
"849",1,3.29,11,1,12,3.29
"850",10,2.08,11,3,8,20.8
"851",3,2.1,10,4,19,6.3
"852",6,2.55,11,3,12,15.3
"853",16,7.46,12,5,16,119.36
"854",3,5.75,5,4,18,17.25
"855",24,4.95,6,4,15,118.8
"856",1,3.35,4,3,14,3.35
"857",1,2.46,9,3,15,2.46
"858",24,1.25,9,3,11,30
"859",3,1.45,10,3,13,4.35
"860",24,0.55,1,2,10,13.2
"861",12,0.42,3,4,10,5.04
"862",6,0.39,11,1,16,2.34
"863",12,1.49,3,4,14,17.88
"864",1,8.95,11,1,13,8.95
"865",1,5.95,9,5,13,5.95
"866",1,2.95,11,5,12,2.95
"867",1,16.63,1,5,14,16.63
"868",3,4.95,8,5,12,14.85
"869",6,2.95,5,3,12,17.7
"870",12,1.95,2,4,14,23.4
"871",60,1.25,11,1,9,75
"872",1,1.25,7,5,15,1.25
"873",2,2.95,5,4,11,5.9
"874",4,4.96,7,1,10,19.84
"875",2,9.95,10,4,20,19.9
"876",1,2.95,2,5,14,2.95
"877",192,0.38,2,2,12,72.96
"878",1,4.13,7,1,10,4.13
"879",10,1.65,9,3,10,16.5
"880",2,3.75,11,7,11,7.5
"881",29,2.51,12,1,16,72.79
"882",12,1.45,10,1,15,17.4
"883",2,2.46,10,1,14,4.92
"884",15,14.95,3,2,16,224.25
"885",2,0.42,4,2,15,0.84
"886",4,5.75,9,2,13,23
"887",1,4.95,5,7,16,4.95
"888",1,2.1,7,4,10,2.1
"889",6,1.95,9,4,12,11.7
"890",12,1.25,8,3,12,15
"891",36,0.39,10,1,15,14.04
"892",20,1.65,1,5,11,33
"893",6,0.83,4,2,15,4.98
"894",1,4.13,10,1,13,4.13
"895",1,3.95,3,3,9,3.95
"896",2,7.95,7,4,17,15.9
"897",120,0.55,5,2,15,66
"898",24,0.42,11,3,10,10.08
"899",24,1.25,3,2,13,30
"900",2,8.25,11,2,10,16.5
"901",12,1.65,9,7,11,19.8
"902",12,0.85,11,1,11,10.2
"903",8,0.85,3,2,12,6.8
"904",10,1.65,4,4,9,16.5
"905",3,8.29,8,3,12,24.87
"906",9,2.46,11,4,15,22.14
"907",2,4.13,11,5,9,8.26
"908",12,1.25,3,7,12,15
"909",1,2.46,3,4,16,2.46
"910",6,2.89,10,5,12,17.34
"911",-200,2.1,4,5,10,-420
"912",6,4.95,11,4,12,29.7
"913",4,0.79,6,4,11,3.16
"914",12,2.1,1,1,11,25.2
"915",3,4.65,9,1,10,13.95
"916",1,1.95,11,3,15,1.95
"917",24,1.25,7,3,11,30
"918",24,1.25,12,4,17,30
"919",2,4.13,12,5,10,8.26
"920",4,4.15,10,1,13,16.6
"921",2,1.65,11,7,15,3.3
"922",12,2.1,2,4,13,25.2
"923",2,8.5,5,7,12,17
"924",10,2.08,11,2,12,20.8
"925",1,4.13,7,3,16,4.13
"926",4,0.83,7,4,16,3.32
"927",720,0.25,5,1,13,180
"928",7,1.66,12,1,11,11.62
"929",1,1.25,11,4,9,1.25
"930",60,2.55,2,2,10,153
"931",4,7.95,12,2,13,31.8
"932",30,2.1,11,3,14,63
"933",2,1.25,10,4,13,2.5
"934",1,3.25,6,4,12,3.25
"935",20,1.65,7,5,8,33
"936",1,2.46,9,1,15,2.46
"937",2,0.39,11,4,14,0.78
"938",1,1.65,9,3,15,1.65
"939",4,3.25,12,3,16,13
"940",1,0.42,9,3,15,0.42
"941",10,3.36,12,1,9,33.6
"942",12,2.55,10,5,10,30.6
"943",5,2.1,12,1,11,10.5
"944",1,2.46,10,2,16,2.46
"945",1,8.5,1,4,12,8.5
"946",1,5.06,12,4,12,5.06
"947",2,4.95,2,1,9,9.9
"948",24,1.45,11,3,15,34.8
"949",6,2.95,10,2,9,17.7
"950",1,1.25,1,3,13,1.25
"951",5,1.65,11,7,14,8.25
"952",12,3.75,4,4,10,45
"953",1,14.95,8,2,10,14.95
"954",3,1.25,7,4,13,3.75
"955",1,1.25,7,4,18,1.25
"956",6,1.25,1,1,11,7.5
"957",16,10.95,1,3,13,175.2
"958",20,1.25,6,3,13,25
"959",3,0.39,7,7,12,1.17
"960",2,1.65,11,3,13,3.3
"961",24,1.65,2,1,14,39.6
"962",2,0.83,8,1,16,1.66
"963",6,3.75,12,7,13,22.5
"964",6,5.95,9,7,11,35.7
"965",1,4.13,9,3,12,4.13
"966",8,1.95,5,2,10,15.6
"967",48,0.29,10,2,11,13.92
"968",2,0.42,11,2,18,0.84
"969",9,0.85,4,7,12,7.65
"970",4,0.42,11,4,15,1.68
"971",50,1.85,5,5,10,92.5
"972",1,1.65,5,3,15,1.65
"973",1,0.83,7,1,15,0.83
"974",2,9.95,11,3,10,19.9
"975",6,1.65,12,1,15,9.9
"976",12,1.25,12,7,13,15
"977",1,4.13,11,4,9,4.13
"978",8,8.5,3,1,8,68
"979",6,1.25,6,2,12,7.5
"980",1,77.96,4,5,10,77.96
"981",6,4.95,6,4,12,29.7
"982",1,1.65,6,4,16,1.65
"983",1,4.96,8,2,12,4.96
"984",24,0.42,3,3,8,10.08
"985",8,0.29,11,3,13,2.32
"986",3,1.25,6,4,15,3.75
"987",24,3.75,10,5,12,90
"988",25,0.42,10,1,12,10.5
"989",12,1.25,8,5,11,15
"990",1,7.46,11,5,9,7.46
"991",6,0.83,11,4,11,4.98
"992",6,4.25,5,4,16,25.5
"993",1,1.63,4,2,15,1.63
"994",6,1.25,11,5,14,7.5
"995",1,4.13,12,4,16,4.13
"996",2,0.55,11,2,12,1.1
"997",4,1.45,8,4,17,5.8
"998",24,1.25,3,5,14,30
"999",3,4.13,12,5,10,12.39
"1000",1,0.83,7,1,10,0.83
"1001",3,8.29,11,3,15,24.87
"1002",4,2.1,11,3,12,8.4
"1003",1,0.79,2,4,11,0.79
"1004",2,0.42,11,5,9,0.84
"1005",4,0.38,11,2,14,1.52
"1006",3,2.46,8,1,15,7.38
"1007",1,7.46,12,1,17,7.46
"1008",8,0.83,8,4,15,6.64
"1009",48,0.83,12,1,14,39.84
"1010",4,0.29,11,3,16,1.16
"1011",48,1.04,10,2,12,49.92
"1012",2,12.75,10,2,14,25.5
"1013",12,0.85,5,7,15,10.2
"1014",2,2.08,9,4,12,4.16
"1015",1,9.96,4,4,16,9.96
"1016",3,2.95,4,4,10,8.85
"1017",4,1.25,5,4,14,5
"1018",2,1.65,11,2,14,3.3
"1019",4,3.75,2,2,14,15
"1020",20,0.42,1,5,12,8.4
"1021",4,1.63,2,5,11,6.52
"1022",12,2.95,3,2,15,35.4
"1023",4,9.95,2,3,9,39.8
"1024",1,24.96,4,5,15,24.96
"1025",1,2.08,5,2,14,2.08
"1026",1,2.95,12,7,13,2.95
"1027",6,5.95,10,4,14,35.7
"1028",3,1.25,11,7,11,3.75
"1029",5,0.42,11,5,16,2.1
"1030",4,3.25,10,5,12,13
"1031",24,1.79,12,4,9,42.96
"1032",1,2.46,10,2,17,2.46
"1033",1,4.13,11,5,15,4.13
"1034",8,4.25,12,5,11,34
"1035",7,0.85,9,1,11,5.95
"1036",144,1.65,9,2,11,237.6
"1037",12,1.25,7,5,9,15
"1038",1,0.85,1,4,14,0.85
"1039",24,0.39,11,1,17,9.36
"1040",18,2.08,11,3,14,37.44
"1041",12,0.42,9,4,10,5.04
"1042",12,2.1,1,3,9,25.2
"1043",25,0.42,4,4,16,10.5
"1044",5,4.95,11,3,10,24.75
"1045",4,3.75,7,4,10,15
"1046",2,3.75,2,2,11,7.5
"1047",1,3.75,12,7,11,3.75
"1048",6,4.95,12,5,11,29.7
"1049",60,0.85,3,4,15,51
"1050",1,0.85,3,1,11,0.85
"1051",2,0.55,9,2,12,1.1
"1052",12,1.63,6,3,17,19.56
"1053",1,2.46,9,3,16,2.46
"1054",4,1.25,10,3,14,5
"1055",1,5.79,6,1,9,5.79
"1056",4,2.08,12,3,14,8.32
"1057",3,4.95,9,5,15,14.85
"1058",10,4.15,11,3,17,41.5
"1059",1,4.95,8,7,13,4.95
"1060",24,1.25,4,5,13,30
"1061",3,3.36,1,2,13,10.08
"1062",3,2.08,10,7,12,6.24
"1063",5,0.79,3,1,12,3.95
"1064",3,1.63,5,5,15,4.89
"1065",6,2.95,12,3,12,17.7
"1066",10,1.25,1,3,10,12.5
"1067",10,1.65,4,3,15,16.5
"1068",2,1.95,3,5,11,3.9
"1069",12,1.63,10,2,16,19.56
"1070",48,0.85,7,5,15,40.8
"1071",25,0.42,5,2,8,10.5
"1072",8,0.85,8,1,12,6.8
"1073",24,0.39,8,5,12,9.36
"1074",10,0.65,10,1,16,6.5
"1075",12,4.95,2,7,14,59.4
"1076",1,3.75,12,1,15,3.75
"1077",6,2.55,4,7,13,15.3
"1078",10,3.45,1,5,10,34.5
"1079",4,4.95,11,7,13,19.8
"1080",120,0.42,4,3,10,50.4
"1081",12,0.85,11,2,15,10.2
"1082",4,3.75,10,2,11,15
"1083",1,6.63,1,5,14,6.63
"1084",8,4.95,3,5,9,39.6
"1085",12,1.45,10,2,15,17.4
"1086",1,12.5,7,1,16,12.5
"1087",24,2.55,11,7,15,61.2
"1088",1,1.25,4,4,13,1.25
"1089",1,7.5,9,5,12,7.5
"1090",6,1.25,4,2,13,7.5
"1091",1,12.5,5,4,12,12.5
"1092",12,0.85,11,2,10,10.2
"1093",12,0.83,10,3,12,9.96
"1094",2,4.13,7,2,13,8.26
"1095",12,1.45,4,5,13,17.4
"1096",2,3.75,12,2,17,7.5
"1097",12,1.25,4,4,10,15
"1098",1,4.13,8,5,16,4.13
"1099",2,1.25,11,4,15,2.5
"1100",1,2.46,1,1,17,2.46
"1101",12,1.45,3,2,12,17.4
"1102",6,1.95,12,4,14,11.7
"1103",2,1.65,5,7,12,3.3
"1104",1,1.65,1,5,12,1.65
"1105",6,3.75,10,2,11,22.5
"1106",1,2.46,2,2,14,2.46
"1107",2,7.9,3,5,14,15.8
"1108",12,0.42,9,7,14,5.04
"1109",1,3.25,12,4,12,3.25
"1110",3,1.25,12,4,13,3.75
"1111",24,0.55,8,2,14,13.2
"1112",1,2.1,5,1,16,2.1
"1113",10,2.1,12,2,13,21
"1114",2,4.13,6,2,17,8.26
"1115",3,2.1,4,3,13,6.3
"1116",1,4.96,3,2,14,4.96
"1117",12,2.89,11,3,12,34.68
"1118",20,1.95,3,2,11,39
"1119",10,0.85,2,2,14,8.5
"1120",1,4.96,6,3,10,4.96
"1121",12,1.25,6,3,16,15
"1122",1,2.1,12,7,13,2.1
"1123",6,1.95,5,5,8,11.7
"1124",1,8.29,3,3,15,8.29
"1125",4,4.65,8,2,14,18.6
"1126",4,4.15,11,7,12,16.6
"1127",2,4.25,1,2,13,8.5
"1128",5,0.85,2,1,11,4.25
"1129",1,4.65,1,7,11,4.65
"1130",3,1.25,2,1,11,3.75
"1131",10,1.65,5,4,16,16.5
"1132",2,8.29,2,4,10,16.58
"1133",1,2.08,9,4,12,2.08
"1134",1,8.25,11,7,14,8.25
"1135",12,1.25,9,4,10,15
"1136",3,5.95,2,5,14,17.85
"1137",4,8.5,7,2,16,34
"1138",12,1.25,5,1,8,15
"1139",1,0.83,11,2,15,0.83
"1140",25,0.42,12,5,10,10.5
"1141",1,35.95,8,4,8,35.95
"1142",48,0.29,3,3,9,13.92
"1143",4,3.75,11,2,12,15
"1144",4,4.25,12,4,12,17
"1145",1,5.79,11,3,16,5.79
"1146",40,1.25,10,4,12,50
"1147",8,2.25,10,5,12,18
"1148",6,2.95,5,7,10,17.7
"1149",2,4.13,11,2,16,8.26
"1150",1,0.83,11,2,18,0.83
"1151",10,0.19,9,7,12,1.9
"1152",8,1.49,6,1,14,11.92
"1153",2,7.95,7,4,16,15.9
"1154",12,1.45,11,4,13,17.4
"1155",12,0.42,10,5,13,5.04
"1156",24,3.29,12,1,12,78.96
"1157",8,4.95,11,7,14,39.6
"1158",8,0.42,10,2,18,3.36
"1159",5,1.63,7,1,16,8.15
"1160",10,2.08,8,2,10,20.8
"1161",1,1.25,2,3,11,1.25
"1162",10,2.08,11,5,10,20.8
"1163",2,3.75,9,7,12,7.5
"1164",2,1.95,12,7,11,3.9
"1165",1,1.95,7,1,12,1.95
"1166",1,1.65,4,4,16,1.65
"1167",2,14.95,12,1,8,29.9
"1168",6,2.95,12,2,8,17.7
"1169",1,1.25,8,2,12,1.25
"1170",192,1.25,1,5,12,240
"1171",3,1.65,12,3,12,4.95
"1172",12,0.65,12,1,9,7.8
"1173",6,0.85,3,4,12,5.1
"1174",-1,3.39,6,3,13,-3.39
"1175",1,3.75,5,2,11,3.75
"1176",1,3.75,3,3,11,3.75
"1177",1,1.95,1,7,13,1.95
"1178",1,3.29,11,1,15,3.29
"1179",6,2.08,10,1,12,12.48
"1180",-100,1.79,11,3,11,-179
"1181",4,4.25,12,1,11,17
"1182",12,1.65,8,5,10,19.8
"1183",1,2.89,8,7,12,2.89
"1184",1,1.25,3,7,12,1.25
"1185",8,1.69,3,7,14,13.52
"1186",12,0.85,8,3,8,10.2
"1187",2,8.29,2,1,16,16.58
"1188",12,0.85,11,4,16,10.2
"1189",72,0.85,5,3,13,61.2
"1190",12,0.55,8,2,11,6.6
"1191",1,4.13,6,4,15,4.13
"1192",1,5.95,10,4,13,5.95
"1193",6,1.65,9,3,15,9.9
"1194",3,3.29,6,5,17,9.87
"1195",3,2.1,9,5,11,6.3
"1196",12,4.25,11,1,10,51
"1197",1,10.79,11,5,15,10.79
"1198",3,2.1,7,1,15,6.3
"1199",1,3.29,7,5,16,3.29
"1200",12,1.65,2,2,15,19.8
"1201",1,8.29,10,5,17,8.29
"1202",1,8.47,12,1,9,8.47
"1203",160,2.55,11,4,10,408
"1204",2,5.79,12,4,16,11.58
"1205",1,5.79,2,2,10,5.79
"1206",2,1.65,7,2,12,3.3
"1207",1,5.79,2,3,15,5.79
"1208",1,0.42,1,4,18,0.42
"1209",24,0.65,12,1,13,15.6
"1210",2,2.08,11,1,17,4.16
"1211",2,2.95,12,4,14,5.9
"1212",6,2.95,11,1,16,17.7
"1213",1,0.83,10,1,17,0.83
"1214",2,2.55,6,1,13,5.1
"1215",24,0.29,10,5,11,6.96
"1216",1,3.75,11,3,14,3.75
"1217",4,3.75,2,3,9,15
"1218",2,85,9,3,12,170
"1219",19,2.95,4,3,10,56.05
"1220",8,1.25,7,5,11,10
"1221",10,1.65,4,3,10,16.5
"1222",6,0.39,10,7,12,2.34
"1223",12,1.25,3,5,15,15
"1224",1,1.25,11,7,15,1.25
"1225",1,16.63,3,2,9,16.63
"1226",7,1.45,10,7,12,10.15
"1227",1,18,6,4,15,18
"1228",4,4.25,10,3,10,17
"1229",4,3.75,6,7,15,15
"1230",-1,5.95,4,4,16,-5.95
"1231",10,1.65,11,1,14,16.5
"1232",1,5.91,12,2,18,5.91
"1233",2,3.29,4,3,17,6.58
"1234",3,0.42,7,7,16,1.26
"1235",12,4.95,7,4,10,59.4
"1236",2,4.13,12,4,9,8.26
"1237",2,0.85,1,2,13,1.7
"1238",16,0.85,11,3,13,13.6
"1239",3,2.1,10,2,14,6.3
"1240",36,0.39,11,3,16,14.04
"1241",108,8.47,12,5,14,914.76
"1242",12,1.45,3,5,12,17.4
"1243",1,16.63,11,3,14,16.63
"1244",12,1.25,2,4,14,15
"1245",1,2.46,8,2,12,2.46
"1246",12,1.65,2,4,12,19.8
"1247",1,7.46,10,4,17,7.46
"1248",15,1.65,11,1,13,24.75
"1249",6,2.95,5,4,13,17.7
"1250",1,7.46,11,1,15,7.46
"1251",1,3.29,9,5,17,3.29
"1252",1,16.63,6,1,14,16.63
"1253",12,2.55,11,5,10,30.6
"1254",12,1.25,9,5,10,15
"1255",1,2.46,10,1,15,2.46
"1256",12,0.85,3,3,8,10.2
"1257",12,1.25,1,5,12,15
"1258",8,0.42,4,2,10,3.36
"1259",6,0.81,1,4,14,4.86
"1260",12,1.25,11,4,12,15
"1261",1,0.83,10,1,15,0.83
"1262",1,1.65,8,7,10,1.65
"1263",2,2.46,2,2,15,4.92
"1264",14,0.85,1,3,9,11.9
"1265",6,5.95,6,7,12,35.7
"1266",96,1.25,11,1,16,120
"1267",1,1.65,6,3,14,1.65
"1268",12,0.83,5,7,16,9.96
"1269",2,3.25,3,7,12,6.5
"1270",6,6.75,9,4,8,40.5
"1271",5,4.21,12,5,14,21.05
"1272",12,1.45,3,1,13,17.4
"1273",4,1.25,3,2,12,5
"1274",1,1.25,11,5,12,1.25
"1275",10,1.65,9,4,12,16.5
"1276",3,1.25,1,7,16,3.75
"1277",24,1.25,5,4,19,30
"1278",2,7.62,1,3,11,15.24
"1279",1,9.96,11,1,15,9.96
"1280",12,0.85,12,4,14,10.2
"1281",2,4.95,4,3,13,9.9
"1282",1,5.06,12,1,10,5.06
"1283",1,4.21,12,1,9,4.21
"1284",1,9.95,10,7,14,9.95
"1285",48,0.42,12,4,17,20.16
"1286",2,9.95,9,1,9,19.9
"1287",12,0.65,12,4,10,7.8
"1288",1,10.79,1,3,16,10.79
"1289",1,3.29,9,3,14,3.29
"1290",1,6.25,11,2,12,6.25
"1291",1,11.02,12,5,14,11.02
"1292",6,2.95,5,5,13,17.7
"1293",24,0.42,6,4,18,10.08
"1294",8,0.83,10,3,16,6.64
"1295",1,4.13,2,5,9,4.13
"1296",2,6.25,11,3,11,12.5
"1297",2,7.95,3,2,9,15.9
"1298",4,3.75,5,2,13,15
"1299",1,8.5,3,7,14,8.5
"1300",4,4.95,11,5,13,19.8
"1301",2,6.25,10,1,13,12.5
"1302",40,2.55,9,2,12,102
"1303",1,3.75,8,2,13,3.75
"1304",12,0.85,2,1,8,10.2
"1305",12,1.25,3,2,14,15
"1306",20,1.65,8,1,10,33
"1307",1,9.95,4,1,12,9.95
"1308",32,2.55,11,5,16,81.6
"1309",89,1.45,1,4,15,129.05
"1310",100,3.39,10,1,14,339
"1311",2,2.95,8,4,11,5.9
"1312",2,4.25,1,3,14,8.5
"1313",6,2.1,2,3,10,12.6
"1314",24,0.29,8,3,14,6.96
"1315",12,0.85,1,4,13,10.2
"1316",1,4.13,8,4,16,4.13
"1317",6,3.25,5,2,15,19.5
"1318",8,1.65,8,3,12,13.2
"1319",6,4.15,6,1,12,24.9
"1320",1,0.83,9,3,16,0.83
"1321",24,0.55,9,4,14,13.2
"1322",2,5.79,2,2,14,11.58
"1323",4,14.95,5,1,12,59.8
"1324",2,7.65,12,3,10,15.3
"1325",-1,8.5,6,1,15,-8.5
"1326",2,2.95,11,7,15,5.9
"1327",8,0.42,9,2,18,3.36
"1328",3,1.63,1,4,9,4.89
"1329",6,2.95,5,5,10,17.7
"1330",3,2.46,10,1,15,7.38
"1331",2,8.5,8,2,9,17
"1332",10,5.79,5,2,16,57.9
"1333",1,2.1,10,1,14,2.1
"1334",12,0.85,3,4,8,10.2
"1335",1,4.15,11,2,12,4.15
"1336",1,1.63,3,1,17,1.63
"1337",12,1.65,6,4,17,19.8
"1338",4,4.13,7,2,16,16.52
"1339",3,3.29,3,4,16,9.87
"1340",1,3.29,10,7,16,3.29
"1341",10,2.08,5,4,9,20.8
"1342",30,2.95,11,7,15,88.5
"1343",1,3.75,12,3,13,3.75
"1344",1,2.55,10,4,12,2.55
"1345",1,0.83,9,3,16,0.83
"1346",4,4.95,6,7,11,19.8
"1347",8,4.95,6,4,12,39.6
"1348",1,0.39,11,7,16,0.39
"1349",7,1.25,5,7,12,8.75
"1350",2,10.79,11,3,15,21.58
"1351",4,3.75,6,4,14,15
"1352",6,4.25,9,4,12,25.5
"1353",12,1.65,1,1,11,19.8
"1354",12,1.65,10,1,15,19.8
"1355",12,1.25,11,4,14,15
"1356",6,7.95,7,4,13,47.7
"1357",2,1.95,10,4,13,3.9
"1358",10,1.95,3,1,11,19.5
"1359",10,1.65,3,2,15,16.5
"1360",2,0.83,7,2,17,1.66
"1361",3,1.65,5,1,15,4.95
"1362",24,0.65,12,7,13,15.6
"1363",1,1.65,6,1,14,1.65
"1364",-120,1.25,10,1,10,-150
"1365",6,4.15,8,7,13,24.9
"1366",1,3.29,6,1,9,3.29
"1367",2,8.5,3,1,10,17
"1368",24,0.85,7,5,12,20.4
"1369",4,2.95,2,7,14,11.8
"1370",6,2.95,12,1,14,17.7
"1371",2,2.08,9,7,13,4.16
"1372",6,2.95,1,4,9,17.7
"1373",50,1.85,12,2,9,92.5
"1374",10,0.85,9,4,13,8.5
"1375",1,2.08,3,5,12,2.08
"1376",3,4.96,5,5,15,14.88
"1377",48,8.12,9,4,10,389.76
"1378",6,2.55,12,7,11,15.3
"1379",2,8.5,9,7,10,17
"1380",2,2.95,6,2,11,5.9
"1381",6,3.75,1,5,12,22.5
"1382",24,1.25,11,5,12,30
"1383",1,2.1,10,5,12,2.1
"1384",3,1.65,11,3,13,4.95
"1385",3,2.1,12,3,16,6.3
"1386",6,1.95,11,5,12,11.7
"1387",12,1.45,10,3,15,17.4
"1388",3,0.42,12,7,16,1.26
"1389",2,2.1,1,7,11,4.2
"1390",18,3.75,12,5,11,67.5
"1391",8,0.85,2,7,12,6.8
"1392",4,3.75,7,5,10,15
"1393",12,0.85,12,1,10,10.2
"1394",2,4.21,12,2,15,8.42
"1395",24,1.25,2,4,15,30
"1396",1,2.51,12,4,13,2.51
"1397",1,0.65,6,2,11,0.65
"1398",3,0.39,11,5,13,1.17
"1399",4,1.24,8,2,10,4.96
"1400",3,1.28,12,3,14,3.84
"1401",1,2.08,5,1,16,2.08
"1402",2,2.46,9,3,14,4.92
"1403",9,1.65,10,4,16,14.85
"1404",2,4.25,11,2,16,8.5
"1405",192,1.65,3,5,10,316.8
"1406",1,2.95,7,4,13,2.95
"1407",6,1.25,9,5,12,7.5
"1408",12,0.79,11,1,9,9.48
"1409",24,2.08,10,2,10,49.92
"1410",6,1.95,5,4,9,11.7
"1411",1,2.1,6,7,12,2.1
"1412",3,2.1,1,2,13,6.3
"1413",1,12.75,8,5,11,12.75
"1414",4,2.46,6,4,15,9.84
"1415",1,2.1,12,7,13,2.1
"1416",4,12.46,9,5,11,49.84
"1417",12,1.45,12,3,10,17.4
"1418",1,1.63,10,2,16,1.63
"1419",1,1.63,11,3,15,1.63
"1420",1,12.5,9,1,12,12.5
"1421",6,2.89,9,4,14,17.34
"1422",1,4.21,12,5,14,4.21
"1423",10,0.85,10,4,14,8.5
"1424",24,0.55,1,3,11,13.2
"1425",60,4.15,4,3,12,249
"1426",3,4.95,9,3,16,14.85
"1427",6,9.95,12,2,16,59.7
"1428",5,1.65,4,3,13,8.25
"1429",12,1.25,11,1,16,15
"1430",2,0.85,4,2,17,1.7
"1431",2,2.1,8,2,12,4.2
"1432",1,3.75,10,1,12,3.75
"1433",8,2.51,12,4,14,20.08
"1434",2,8.25,11,3,17,16.5
"1435",12,1.25,11,2,11,15
"1436",1,1.28,1,4,14,1.28
"1437",3,4.13,9,3,15,12.39
"1438",12,0.59,10,7,15,7.08
"1439",3,0.83,7,2,16,2.49
"1440",11,3.29,11,5,15,36.19
"1441",3,0.83,1,4,18,2.49
"1442",6,2.08,11,3,14,12.48
"1443",2,0.85,11,2,12,1.7
"1444",3,1.45,4,2,16,4.35
"1445",10,1.65,3,5,10,16.5
"1446",1,3.36,1,2,13,3.36
"1447",1,0.83,10,1,17,0.83
"1448",1,1.25,11,1,11,1.25
"1449",8,1.25,5,2,15,10
"1450",120,1.88,12,4,15,225.6
"1451",2,4.13,1,1,17,8.26
"1452",12,0.85,4,4,10,10.2
"1453",1,1.65,12,3,11,1.65
"1454",27,6.63,10,2,9,179.01
"1455",12,0.42,7,2,12,5.04
"1456",4,1.25,12,7,13,5
"1457",6,2.95,8,2,10,17.7
"1458",1,2.1,12,1,14,2.1
"1459",1,3.75,1,2,14,3.75
"1460",6,2.55,1,1,11,15.3
"1461",2,3.36,1,2,13,6.72
