"","Quantity","UnitPrice","month","week","time","Sales"
"740",1,3.29,3,3,16,3.29
"741",12,0.83,5,1,15,9.96
"742",24,0.29,11,1,10,6.96
"743",1,2.95,4,2,14,2.95
"744",1,4.13,5,1,16,4.13
"745",4,4.25,12,5,10,17
"746",24,0.65,12,5,14,15.6
"747",24,0.39,8,3,12,9.36
"748",1,4.13,6,4,11,4.13
"749",1,4.13,12,2,16,4.13
"750",1,2.46,7,2,17,2.46
"751",2,2.51,12,2,15,5.02
"752",3,1.65,7,7,12,4.95
"753",1,2.95,10,7,14,2.95
"754",5,2.95,4,5,12,14.75
"755",8,1.69,4,2,15,13.52
"756",1,5.79,5,2,15,5.79
"757",2,2.1,4,2,16,4.2
"758",2,1.63,5,5,16,3.26
"759",8,1.95,2,5,10,15.6
"760",1,8.29,11,2,16,8.29
"761",12,0.85,3,4,12,10.2
"762",8,3.75,7,1,10,30
"763",2,8.25,10,5,12,16.5
"764",12,1.25,4,2,15,15
"765",12,2.95,12,3,11,35.4
"766",12,1.45,10,7,12,17.4
"767",1,5.95,3,1,11,5.95
"768",12,1.25,12,5,11,15
"769",5,2.95,5,4,17,14.75
"770",1,2.46,1,5,17,2.46
"771",24,0.42,11,1,16,10.08
"772",1,5.06,12,4,13,5.06
"773",2,1.63,6,5,17,3.26
"774",7,2.46,5,2,15,17.22
"775",4,3.75,1,2,15,15
"776",12,1.45,12,4,14,17.4
"777",-1,7.95,12,4,11,-7.95
"778",2,0.39,12,2,12,0.78
"779",3,10.79,7,1,10,32.37
"780",10,2.08,6,1,14,20.8
"781",1,13.57,12,2,15,13.57
"782",1,2.46,4,1,16,2.46
"783",4,0.42,3,7,14,1.68
"784",2,1.66,12,5,11,3.32
"785",12,1.95,1,1,11,23.4
"786",12,1.49,12,7,12,17.88
"787",2,12.5,8,7,12,25
"788",1,10.79,2,1,18,10.79
"789",1,0.65,11,1,12,0.65
"790",3,0.83,6,2,17,2.49
"791",20,1.65,5,5,12,33
"792",2,5.06,12,2,15,10.12
"793",1,19.96,6,1,15,19.96
"794",1,24.96,5,4,15,24.96
"795",4,2.08,10,7,11,8.32
"796",6,2.49,10,2,9,14.94
"797",1,1.25,12,1,16,1.25
"798",1,1.25,12,2,14,1.25
"799",25,0.83,10,1,16,20.75
"800",1,1.45,12,4,13,1.45
"801",8,1.25,9,1,12,10
"802",2,9.95,10,5,9,19.9
"803",1,2.46,2,3,13,2.46
"804",1,4.25,7,1,17,4.25
"805",2,0.95,7,4,9,1.9
"806",8,1.25,9,2,10,10
"807",4,5.95,1,5,14,23.8
"808",10,1.65,3,4,14,16.5
"809",3,0.39,10,4,11,1.17
"810",2,3.29,11,2,18,6.58
"811",6,1.65,11,1,11,9.9
"812",3,0.83,7,3,16,2.49
"813",1,5.79,2,2,15,5.79
"814",8,1.65,1,5,12,13.2
"815",1,1.63,6,5,17,1.63
"816",1,3.75,5,7,11,3.75
"817",1,0.83,11,2,13,0.83
"818",6,0.85,10,5,14,5.1
"819",1,5.95,4,2,13,5.95
"820",5,0.21,10,1,11,1.05
"821",12,0.42,5,2,11,5.04
"822",8,0.85,3,1,14,6.8
"823",2,6.25,11,3,9,12.5
"824",6,0.85,4,2,14,5.1
"825",7,0.83,8,2,10,5.81
"826",1,4.95,7,5,14,4.95
"827",8,1.69,1,4,11,13.52
"828",3,2.55,6,4,16,7.65
"829",1,0.42,5,7,14,0.42
"830",1,1.25,5,3,11,1.25
"831",1,2.55,2,4,11,2.55
"832",4,1.25,9,4,13,5
"833",12,0.42,7,3,17,5.04
"834",12,1.25,3,1,15,15
"835",1,1.46,10,2,16,1.46
"836",1,1.66,1,1,16,1.66
"837",5,0.83,1,1,17,4.15
"838",1,1.66,12,3,14,1.66
"839",10,1.65,2,2,13,16.5
"840",1,0.85,6,2,13,0.85
"841",2,4.25,9,4,13,8.5
"842",10,2.08,10,4,10,20.8
"843",4,3.25,10,4,9,13
"844",4,2.46,12,4,9,9.84
"845",2,4.95,2,1,15,9.9
"846",2,8.25,11,4,11,16.5
"847",2,5.75,5,4,19,11.5
"848",1,16.63,11,2,18,16.63
"849",6,2.95,9,7,12,17.7
"850",3,2.55,2,2,13,7.65
"851",12,1.45,2,1,10,17.4
"852",25,0.42,11,4,12,10.5
"853",2,10.79,11,7,11,21.58
"854",4,3.75,12,3,17,15
"855",1,1.25,4,3,12,1.25
"856",3,1.25,10,2,16,3.75
"857",12,0.85,6,4,9,10.2
"858",4,4.15,11,3,10,16.6
"859",10,1.95,3,3,13,19.5
"860",2,1.63,5,2,15,3.26
"861",24,1.25,12,4,14,30
"862",5,2.1,4,1,10,10.5
"863",1,2.46,3,2,15,2.46
"864",2,10.17,12,3,14,20.34
"865",10,1.25,7,2,13,12.5
"866",12,1.25,5,3,13,15
"867",10,1.65,8,3,12,16.5
"868",3,4.95,11,7,11,14.85
"869",3,1.25,9,5,16,3.75
"870",1,4.98,1,4,14,4.98
"871",3,2.08,11,5,12,6.24
"872",1,1.63,7,1,15,1.63
"873",1,0.42,12,2,11,0.42
"874",2,1.65,11,5,13,3.3
"875",6,2.25,1,3,10,13.5
"876",1,2.46,5,2,16,2.46
"877",10,2.08,6,4,15,20.8
"878",2,1.69,8,5,11,3.38
"879",1,12.75,4,4,9,12.75
"880",1,0.85,3,3,15,0.85
"881",1,14.95,12,7,12,14.95
"882",1,0.42,5,4,13,0.42
"883",5,1.65,12,1,12,8.25
"884",1,5.91,12,1,10,5.91
"885",1,3.29,8,2,12,3.29
"886",2,4.13,7,1,16,8.26
"887",1,12.46,11,3,15,12.46
"888",12,1.95,11,7,12,23.4
"889",2,2.25,9,4,12,4.5
"890",6,2.95,9,3,10,17.7
"891",1,2.95,5,2,12,2.95
"892",1,9.95,12,3,15,9.95
"893",10,1.65,4,2,14,16.5
"894",15,0.83,1,4,9,12.45
"895",2,1.65,11,4,16,3.3
"896",2,2.46,2,3,13,4.92
"897",6,1.65,5,5,16,9.9
"898",12,1.25,2,1,13,15
"899",4,5.95,4,4,9,23.8
"900",24,1.25,2,2,10,30
"901",4,4.95,7,7,13,19.8
"902",12,1.25,12,4,8,15
"903",2,1.65,11,1,11,3.3
"904",1,1.65,12,4,19,1.65
"905",4,3.75,9,5,15,15
"906",1,14.95,2,2,14,14.95
"907",3,4.15,6,3,16,12.45
"908",1,3.75,11,2,13,3.75
"909",16,1.25,11,1,9,20
"910",3,0.83,5,1,16,2.49
"911",2,5.95,1,3,12,11.9
"912",2,0.39,8,7,11,0.78
"913",5,2.1,4,4,13,10.5
"914",12,0.85,9,2,15,10.2
"915",10,0.39,12,7,13,3.9
"916",1,4.95,7,2,13,4.95
"917",1,1.63,4,2,15,1.63
"918",1,2.51,12,5,9,2.51
"919",12,0.65,5,2,10,7.8
"920",36,0.83,11,5,14,29.88
"921",6,2.1,11,2,14,12.6
"922",1,4.95,5,7,13,4.95
"923",1,5.79,10,3,15,5.79
"924",4,4.95,6,5,10,19.8
"925",4,2.95,8,5,12,11.8
"926",1,8.47,12,5,16,8.47
"927",24,0.55,10,4,14,13.2
"928",1,7.46,7,1,15,7.46
"929",1,3.75,2,4,17,3.75
"930",18,1.38,9,2,14,24.84
"931",6,2.95,8,4,14,17.7
"932",2,3.29,6,3,15,6.58
"933",2,8.5,9,3,16,17
"934",1,1.65,9,3,12,1.65
"935",1,4.13,9,3,15,4.13
"936",36,0.65,5,7,12,23.4
"937",12,0.42,5,2,9,5.04
"938",1,2.95,7,3,12,2.95
"939",1,4.13,2,3,12,4.13
"940",1,2.1,2,4,10,2.1
"941",12,0.65,5,5,13,7.8
"942",10,0.42,6,4,17,4.2
"943",3,2.1,3,2,13,6.3
"944",2,4.13,5,1,16,8.26
"945",1,2.95,12,4,12,2.95
"946",2,2.1,12,4,15,4.2
"947",2,3.75,2,2,14,7.5
"948",1,4.13,8,2,16,4.13
"949",4,3.29,8,2,12,13.16
"950",2,2.46,9,2,10,4.92
"951",4,4.15,5,1,10,16.6
"952",2,2.25,12,7,12,4.5
"953",2,1.25,11,2,12,2.5
"954",3,2.46,11,1,15,7.38
"955",4,1.25,2,3,14,5
"956",12,1.25,4,3,13,15
"957",10,1.95,12,2,11,19.5
"958",1,0.85,4,2,16,0.85
"959",1,10.4,10,7,11,10.4
"960",2,5.95,2,7,16,11.9
"961",1,1.25,11,5,15,1.25
"962",2,10.79,12,4,16,21.58
"963",12,2.08,12,5,13,24.96
"964",12,1.25,10,3,9,15
"965",1,2.46,6,4,15,2.46
"966",1,11.63,3,2,15,11.63
"967",2,4.95,10,1,11,9.9
"968",1,5.79,10,1,14,5.79
"969",4,1.25,8,7,12,5
"970",4,4.95,11,5,12,19.8
"971",8,3.75,5,2,9,30
"972",2,12.75,2,2,15,25.5
"973",4,1.45,1,7,14,5.8
"974",12,1.25,9,4,10,15
"975",1,14.96,6,2,17,14.96
"976",2,4.13,11,2,17,8.26
"977",3,1.25,4,1,16,3.75
"978",12,1.65,12,3,11,19.8
"979",50,0.42,11,5,10,21
"980",2,0.83,10,5,16,1.66
"981",1,0.42,7,7,15,0.42
"982",1,1.63,1,1,17,1.63
"983",12,1.65,11,4,9,19.8
"984",1,3.75,10,4,11,3.75
"985",2,0.42,10,7,15,0.84
"986",2,1.25,3,2,12,2.5
"987",3,1.25,7,7,14,3.75
"988",2,1.95,5,3,14,3.9
"989",20,1.25,11,4,13,25
"990",1,0.85,12,5,16,0.85
"991",2,2.1,5,7,14,4.2
"992",1,1.63,4,5,13,1.63
"993",1,2.08,11,2,11,2.08
"994",1,8.29,10,4,15,8.29
"995",2,0.83,5,2,15,1.66
"996",1,2.95,4,4,16,2.95
"997",1,3.75,10,2,14,3.75
"998",1,4.95,12,4,17,4.95
"999",1,2.1,2,3,17,2.1
"1000",12,0.85,10,4,17,10.2
"1001",1,2.51,12,5,14,2.51
"1002",5,4.13,12,3,10,20.65
"1003",2,2.46,7,2,16,4.92
"1004",1,0.55,11,1,12,0.55
"1005",6,4.96,7,2,15,29.76
"1006",2,8.29,2,1,10,16.58
"1007",1,3.29,1,2,10,3.29
"1008",1,10.79,12,1,17,10.79
"1009",4,1.45,1,2,15,5.8
"1010",1,3.29,11,3,10,3.29
"1011",12,1.69,11,7,11,20.28
"1012",25,0.42,1,3,11,10.5
"1013",1,4.25,12,5,13,4.25
"1014",2,0.55,10,1,13,1.1
"1015",4,5.91,12,3,14,23.64
"1016",3,5.79,12,4,9,17.37
"1017",25,0.42,5,2,10,10.5
"1018",4,4.95,9,1,13,19.8
"1019",1,9.96,12,4,9,9.96
"1020",-3,2.1,3,1,12,-6.3
"1021",3,3.29,11,2,15,9.87
"1022",12,1.25,8,1,11,15
"1023",1,0.85,6,4,19,0.85
"1024",1,0.83,12,2,16,0.83
"1025",4,4.95,8,3,16,19.8
"1026",3,1.25,1,2,13,3.75
"1027",1,1.67,7,1,17,1.67
"1028",2,2.95,11,2,16,5.9
"1029",10,2.08,10,4,11,20.8
"1030",1,2.1,11,1,15,2.1
"1031",1,3.29,12,5,10,3.29
"1032",12,1.25,1,5,9,15
"1033",1,0.39,11,4,17,0.39
"1034",24,1.25,7,5,12,30
"1035",6,2.95,12,5,12,17.7
"1036",1,3.95,1,1,11,3.95
"1037",6,1.25,6,3,13,7.5
"1038",1,5.79,12,4,9,5.79
"1039",1,10.79,2,5,9,10.79
"1040",3,2.55,11,7,15,7.65
"1041",7,0.85,10,2,17,5.95
"1042",2,0.83,9,7,15,1.66
"1043",6,1.95,12,1,13,11.7
"1044",1,2.55,7,3,13,2.55
"1045",1,15.79,3,2,15,15.79
"1046",6,3.75,12,4,16,22.5
"1047",6,2.08,9,2,12,12.48
"1048",24,0.65,5,4,17,15.6
"1049",3,2.95,9,5,13,8.85
"1050",2,3.29,1,1,17,6.58
"1051",-2,4.95,11,5,15,-9.9
"1052",10,2.08,8,3,10,20.8
"1053",1,3.29,7,1,10,3.29
"1054",1,1.25,11,3,13,1.25
"1055",2,1.63,6,5,17,3.26
"1056",11,3.29,12,4,16,36.19
"1057",4,4.95,8,2,8,19.8
"1058",3,0.83,7,4,16,2.49
"1059",1,0.95,8,5,12,0.95
"1060",1,12.46,11,1,15,12.46
"1061",1,2.95,4,7,12,2.95
"1062",12,1.25,9,1,12,15
"1063",6,2.95,2,3,9,17.7
"1064",-1,2.95,8,3,10,-2.95
"1065",2,2.1,10,4,12,4.2
"1066",6,2.1,11,2,14,12.6
"1067",2,2.1,5,2,14,4.2
"1068",1,8.95,7,2,14,8.95
"1069",7,0.83,9,3,14,5.81
"1070",5,4.95,8,5,11,24.75
"1071",2,8.5,9,3,10,17
"1072",4,3.75,3,3,13,15
"1073",8,2.95,7,3,12,23.6
"1074",20,0.42,10,1,13,8.4
"1075",1,4.95,3,1,17,4.95
"1076",1,5.95,7,4,16,5.95
"1077",12,1.65,10,3,14,19.8
"1078",5,1.66,1,1,9,8.3
"1079",3,3.75,5,1,16,11.25
"1080",12,1.95,6,2,10,23.4
"1081",10,1.95,1,1,14,19.5
"1082",6,2.1,8,2,16,12.6
"1083",1,2.55,8,7,13,2.55
"1084",1,10.75,2,2,15,10.75
"1085",2,8.29,2,5,16,16.58
"1086",24,1.25,9,1,15,30
"1087",12,2.95,9,7,14,35.4
"1088",24,0.65,12,4,11,15.6
"1089",6,4.15,10,3,16,24.9
"1090",4,4.15,11,5,11,16.6
"1091",2,1.25,8,7,15,2.5
"1092",6,1.65,8,2,17,9.9
"1093",1,4.96,9,5,10,4.96
"1094",48,0.65,7,5,14,31.2
"1095",1,1.63,11,5,17,1.63
"1096",1,2.46,12,4,16,2.46
"1097",24,1.25,11,5,14,30
"1098",6,2.95,1,4,16,17.7
"1099",6,2.95,2,5,13,17.7
"1100",1,3.32,7,1,17,3.32
"1101",2,8.25,11,4,12,16.5
"1102",3,2.51,1,2,13,7.53
"1103",36,0.85,12,1,13,30.6
"1104",1,4.95,12,2,10,4.95
"1105",12,1.25,4,3,14,15
"1106",1,1.65,2,5,10,1.65
"1107",3,1.65,3,3,12,4.95
"1108",48,0.55,11,3,8,26.4
"1109",4,1.28,1,3,11,5.12
"1110",1,10.79,9,3,12,10.79
"1111",1,1.25,3,1,16,1.25
"1112",12,1.25,9,2,12,15
"1113",4,0.42,1,3,15,1.68
"1114",2,0.83,7,1,10,1.66
"1115",6,2.55,3,4,16,15.3
"1116",24,1.25,12,4,11,30
"1117",1,1.95,6,3,15,1.95
"1118",2,2.1,3,4,16,4.2
"1119",24,0.55,9,4,18,13.2
"1120",12,0.42,8,7,12,5.04
"1121",1,5.79,12,1,17,5.79
"1122",4,4.15,6,5,11,16.6
"1123",6,0.83,1,4,9,4.98
"1124",72,0.12,11,2,16,8.64
"1125",4,1.63,10,2,17,6.52
"1126",1,8.29,6,3,15,8.29
"1127",2,2.1,5,3,17,4.2
"1128",1,0.83,11,3,15,0.83
"1129",1,8.25,9,7,16,8.25
"1130",12,2.49,9,4,12,29.88
"1131",3,2.46,4,2,15,7.38
"1132",6,2.95,7,7,13,17.7
"1133",12,1.95,6,1,9,23.4
"1134",24,0.12,8,1,9,2.88
"1135",1,10.79,7,2,16,10.79
"1136",1,2.46,11,1,15,2.46
"1137",3,0.83,4,2,15,2.49
"1138",-6,1.25,3,4,11,-7.5
"1139",1,1.65,11,2,12,1.65
"1140",12,1.25,9,7,15,15
"1141",2,4.21,1,4,14,8.42
"1142",15,0.42,5,5,15,6.3
"1143",1,3.29,10,1,13,3.29
"1144",1,5.95,11,5,10,5.95
"1145",3,2.1,1,5,15,6.3
"1146",12,1.45,5,2,16,17.4
"1147",1,3.29,4,1,15,3.29
"1148",4,2.08,9,7,13,8.32
"1149",24,0.55,3,1,10,13.2
"1150",8,3.81,1,5,13,30.48
"1151",6,2.95,8,5,12,17.7
"1152",12,0.42,11,5,12,5.04
"1153",2,8.5,9,1,11,17
"1154",24,1.25,5,5,10,30
"1155",11,0.42,11,5,13,4.62
"1156",6,2.95,1,2,12,17.7
"1157",1,3.29,3,1,10,3.29
"1158",25,0.42,3,2,15,10.5
"1159",3,4.25,9,5,10,12.75
"1160",2,1.45,10,3,16,2.9
"1161",6,2.25,10,4,10,13.5
"1162",2,1.25,10,4,12,2.5
"1163",24,0.65,12,5,12,15.6
"1164",2,4.25,11,4,15,8.5
"1165",-1,1.45,7,2,12,-1.45
"1166",2,2.55,1,1,14,5.1
"1167",1,1.65,4,2,15,1.65
"1168",10,1.65,6,1,8,16.5
"1169",4,1.25,12,4,13,5
"1170",1,4.95,9,7,13,4.95
"1171",12,1.25,4,5,14,15
"1172",6,1.95,4,7,12,11.7
"1173",24,0.55,4,2,12,13.2
"1174",6,2.55,2,2,16,15.3
"1175",12,0.85,11,3,16,10.2
"1176",2,7.95,4,4,14,15.9
"1177",1,5.79,5,4,15,5.79
"1178",20,1.65,5,5,8,33
"1179",6,2.89,3,5,9,17.34
"1180",1,4.21,12,3,14,4.21
"1181",2,2.08,5,5,14,4.16
"1182",1,0.39,8,3,14,0.39
"1183",1,12.5,4,4,13,12.5
"1184",4,1.65,11,1,11,6.6
"1185",1,6.95,7,1,13,6.95
"1186",1,10.79,5,2,15,10.79
"1187",1,1.25,11,3,16,1.25
"1188",2,10.95,5,1,10,21.9
"1189",5,3.29,1,2,13,16.45
"1190",12,1.45,6,5,9,17.4
"1191",48,0.39,9,1,9,18.72
"1192",1,7.48,7,1,10,7.48
"1193",3,4.13,3,5,13,12.39
"1194",4,3.75,3,2,9,15
"1195",12,0.65,1,1,12,7.8
"1196",1,1.25,11,3,15,1.25
"1197",1,4.95,10,4,13,4.95
"1198",2,8.5,6,5,9,17
"1199",2,3.36,12,2,15,6.72
"1200",1,0.83,5,1,16,0.83
"1201",2,6.75,1,4,12,13.5
"1202",1,2.46,6,1,9,2.46
"1203",3,4.95,8,2,11,14.85
"1204",5,2.95,9,7,15,14.75
"1205",12,0.42,10,1,12,5.04
"1206",1,2.46,11,5,16,2.46
"1207",10,1.65,9,1,14,16.5
"1208",6,2.08,7,4,12,12.48
"1209",2,3.75,12,3,11,7.5
"1210",1,2.46,2,1,14,2.46
"1211",20,0.42,8,2,13,8.4
"1212",8,3.29,11,3,15,26.32
"1213",2,1.49,3,2,12,2.98
"1214",2,9.95,7,7,16,19.9
"1215",2,4.95,11,5,12,9.9
"1216",1,4.21,1,2,13,4.21
"1217",12,1.25,7,5,12,15
"1218",4,4.95,7,7,11,19.8
"1219",1,0.65,11,4,11,0.65
"1220",1,4.95,12,7,12,4.95
"1221",5,4.13,11,5,17,20.65
"1222",2,4.95,12,4,14,9.9
"1223",16,1.69,4,1,9,27.04
"1224",-4,2.95,8,4,14,-11.8
"1225",36,0.65,9,4,8,23.4
"1226",1,2.95,9,4,15,2.95
"1227",1,16.95,12,4,16,16.95
"1228",2,1.25,11,7,13,2.5
"1229",1,16.98,12,2,15,16.98
"1230",8,0.65,3,5,17,5.2
"1231",12,0.85,3,4,18,10.2
"1232",12,0.85,11,2,13,10.2
"1233",4,1.45,11,4,12,5.8
"1234",2,7.95,3,7,11,15.9
"1235",6,0.65,4,1,11,3.9
"1236",2,7.95,7,7,11,15.9
"1237",2,6.75,3,3,14,13.5
"1238",2,8.25,3,1,9,16.5
"1239",2,1.65,10,7,13,3.3
"1240",3,12.46,11,2,18,37.38
"1241",16,1.25,2,1,13,20
"1242",12,1.25,12,4,15,15
"1243",1,4.25,11,1,13,4.25
"1244",12,1.95,2,3,9,23.4
"1245",6,4.15,9,1,13,24.9
"1246",6,2.49,9,4,17,14.94
"1247",12,0.83,9,3,9,9.96
"1248",12,0.85,10,7,15,10.2
"1249",12,0.14,9,5,10,1.68
"1250",2,4.13,9,2,18,8.26
"1251",2,0.85,10,7,13,1.7
"1252",1,0.83,8,3,15,0.83
"1253",8,1.95,3,1,10,15.6
"1254",4,2.08,10,3,15,8.32
"1255",2,1.63,4,1,15,3.26
"1256",2,0.83,9,3,14,1.66
"1257",1,5.95,10,7,14,5.95
"1258",1,1.25,11,5,15,1.25
"1259",9,0.39,10,7,12,3.51
"1260",6,1.95,7,2,14,11.7
"1261",24,1.25,4,3,13,30
"1262",2,8.25,9,7,16,16.5
"1263",2,3.29,10,1,14,6.58
"1264",1,3.29,4,2,16,3.29
"1265",2,1.65,7,5,15,3.3
"1266",12,0.39,12,2,11,4.68
"1267",2,4.25,3,1,13,8.5
"1268",12,1.25,8,4,15,15
"1269",1,3.36,12,4,14,3.36
"1270",12,0.39,9,7,15,4.68
"1271",12,2.55,3,3,14,30.6
"1272",3,1.63,11,2,16,4.89
"1273",3,0.65,6,2,11,1.95
"1274",1,7.95,2,3,10,7.95
"1275",1,2.51,1,5,11,2.51
"1276",12,1.45,10,3,8,17.4
"1277",1,4.15,12,5,14,4.15
"1278",3,2.46,10,1,13,7.38
"1279",1,0.55,10,1,13,0.55
"1280",12,0.85,7,1,12,10.2
"1281",12,1.25,1,5,12,15
"1282",12,0.85,10,4,13,10.2
"1283",12,1.45,10,3,8,17.4
"1284",12,0.19,12,3,13,2.28
"1285",12,0.83,5,7,14,9.96
"1286",4,3.75,2,5,8,15
"1287",1,4.95,8,2,12,4.95
"1288",6,2.89,10,4,12,17.34
"1289",1,0.85,12,1,12,0.85
"1290",2,2.46,12,5,10,4.92
"1291",8,0.42,6,1,14,3.36
"1292",1,1.95,10,4,14,1.95
"1293",2,1.95,3,1,14,3.9
"1294",4,1.45,11,2,15,5.8
"1295",1,3.75,10,7,15,3.75
"1296",1,2.46,2,2,11,2.46
"1297",12,1.65,7,3,11,19.8
"1298",2,0.42,11,3,12,0.84
"1299",1,25.49,12,2,13,25.49
"1300",2,2.08,9,5,13,4.16
"1301",2,7.95,1,3,12,15.9
"1302",4,1.65,8,1,14,6.6
"1303",6,0.42,11,7,12,2.52
"1304",12,2.55,3,4,10,30.6
"1305",4,4.25,9,4,15,17
"1306",5,2.49,11,3,14,12.45
"1307",20,1.25,2,7,14,25
"1308",24,0.39,10,3,9,9.36
"1309",1,0.83,12,5,16,0.83
"1310",1,8.5,7,2,11,8.5
"1311",16,0.85,11,2,13,13.6
"1312",1,2.46,11,1,15,2.46
"1313",36,0.65,9,4,12,23.4
"1314",2,2.95,10,5,17,5.9
"1315",10,1.65,7,1,10,16.5
"1316",3,0.83,11,1,15,2.49
"1317",1,1.63,7,1,15,1.63
"1318",4,6.65,11,2,14,26.6
"1319",-1,1.65,7,5,11,-1.65
"1320",3,1.65,10,4,13,4.95
"1321",1,1.25,12,2,12,1.25
"1322",2,2.95,5,3,17,5.9
"1323",1,2.55,3,7,14,2.55
"1324",1,3.29,11,5,17,3.29
"1325",4,2.95,3,7,14,11.8
"1326",1,11.87,12,1,10,11.87
"1327",12,2.95,3,2,13,35.4
"1328",2,7.46,3,5,16,14.92
"1329",2,1.25,9,5,13,2.5
"1330",2,4.95,9,7,11,9.9
"1331",8,0.83,6,2,17,6.64
"1332",1,2.46,8,2,12,2.46
"1333",1,3.29,10,1,13,3.29
"1334",1,5.95,9,5,13,5.95
"1335",3,1.25,9,4,17,3.75
"1336",1,9.95,2,1,15,9.95
"1337",6,4.25,9,7,12,25.5
"1338",6,2.55,1,7,16,15.3
"1339",24,1.25,11,5,10,30
"1340",2,0.65,10,2,14,1.3
"1341",4,4.95,9,2,13,19.8
"1342",1,5.79,10,3,15,5.79
"1343",14,2.46,10,1,16,34.44
"1344",-25,0.42,5,2,11,-10.5
"1345",1,3.29,7,2,16,3.29
"1346",1,6.63,11,5,17,6.63
"1347",2,3.36,12,3,14,6.72
"1348",1,1.25,1,7,14,1.25
"1349",4,2.89,10,4,12,11.56
"1350",2,8.25,12,2,9,16.5
"1351",2,0.85,12,2,15,1.7
"1352",1,15.79,4,4,16,15.79
"1353",2,1.25,12,4,9,2.5
"1354",1,2.95,3,7,11,2.95
"1355",5,2.95,6,1,11,14.75
"1356",2,7.95,12,5,14,15.9
"1357",12,0.42,4,2,15,5.04
"1358",1,15.79,9,5,10,15.79
"1359",24,0.19,9,2,10,4.56
"1360",1,2.48,12,5,10,2.48
"1361",4,1.25,11,5,15,5
"1362",4,1.63,11,3,15,6.52
"1363",1,1.63,6,3,15,1.63
"1364",1,1.25,4,2,16,1.25
"1365",2,0.39,12,4,19,0.78
"1366",24,1.45,9,5,15,34.8
"1367",12,0.85,10,4,16,10.2
"1368",1,0.55,10,7,14,0.55
"1369",1,4.25,9,1,16,4.25
"1370",3,0.83,4,1,13,2.49
"1371",36,0.39,7,2,13,14.04
"1372",12,1.25,11,5,15,15
"1373",1,2.46,6,4,17,2.46
"1374",2,0.85,7,3,12,1.7
"1375",24,0.55,4,2,13,13.2
"1376",2,8.29,3,2,14,16.58
"1377",12,1.25,9,1,10,15
"1378",6,2.49,11,1,10,14.94
"1379",5,1.25,10,2,13,6.25
"1380",2,2.08,5,3,11,4.16
"1381",1,3.75,12,1,15,3.75
"1382",1,1.46,2,1,9,1.46
"1383",1,1.63,7,2,16,1.63
"1384",1,1.65,11,2,16,1.65
"1385",6,1.25,2,7,10,7.5
"1386",2,0.95,4,5,11,1.9
"1387",1,4.13,2,5,14,4.13
"1388",2,4.95,5,1,8,9.9
"1389",12,0.85,4,2,12,10.2
"1390",1,2.1,12,2,11,2.1
"1391",1,9.95,12,5,17,9.95
"1392",2,0.42,1,4,18,0.84
"1393",12,0.39,9,1,10,4.68
"1394",6,1.25,1,2,10,7.5
"1395",10,2.08,9,3,9,20.8
"1396",1,4.95,9,7,11,4.95
"1397",3,2.95,7,4,15,8.85
"1398",4,1.25,8,7,12,5
"1399",1,12.75,2,1,15,12.75
"1400",12,1.25,10,7,12,15
"1401",1,1.25,10,4,19,1.25
"1402",1,1.95,5,3,11,1.95
"1403",1,5.79,3,1,17,5.79
"1404",12,1.25,11,3,17,15
"1405",1,7.46,11,1,15,7.46
"1406",12,0.85,3,5,11,10.2
"1407",1,0.83,3,2,9,0.83
"1408",10,1.25,7,3,10,12.5
"1409",2,2.55,10,7,13,5.1
"1410",4,4.95,6,2,17,19.8
"1411",2,0.83,1,4,14,1.66
"1412",1,1.25,9,3,15,1.25
"1413",1,4.13,9,2,10,4.13
"1414",1,4.95,12,7,12,4.95
"1415",6,1.25,6,7,11,7.5
"1416",4,3.75,8,1,12,15
"1417",1,4.95,9,2,15,4.95
"1418",2,2.51,12,5,11,5.02
"1419",8,2.95,12,5,14,23.6
"1420",1,2.51,12,4,13,2.51
"1421",1,2.55,5,7,15,2.55
"1422",8,2.95,7,4,18,23.6
"1423",3,2.46,8,2,12,7.38
"1424",4,7.95,3,3,13,31.8
"1425",2,1.25,9,7,11,2.5
"1426",3,10.17,12,5,14,30.51
"1427",24,0.85,4,4,14,20.4
"1428",1,4.13,8,2,17,4.13
"1429",6,1.25,11,7,12,7.5
"1430",6,1.65,11,4,16,9.9
"1431",1,3.75,2,7,11,3.75
"1432",6,4.25,10,5,9,25.5
"1433",3,0.39,11,5,11,1.17
"1434",10,1.25,8,3,14,12.5
"1435",10,2.08,12,2,15,20.8
"1436",1,1.25,11,3,11,1.25
"1437",1,0.42,7,3,12,0.42
"1438",1,12.46,1,2,14,12.46
"1439",3,0.65,1,4,14,1.95
"1440",1,1.25,10,3,12,1.25
"1441",1,3.75,7,4,12,3.75
"1442",10,1.65,7,3,12,16.5
"1443",12,1.25,2,3,10,15
"1444",1,8.29,6,2,17,8.29
"1445",1,8.5,12,2,15,8.5
"1446",2,7.95,10,5,14,15.9
"1447",12,1.25,2,2,13,15
"1448",1,2.95,6,7,11,2.95
"1449",1,0.42,6,1,11,0.42
"1450",24,1.25,10,1,11,30
"1451",1,16.98,12,5,15,16.98
"1452",8,0.83,9,4,13,6.64
"1453",1,0.42,11,4,13,0.42
"1454",6,4.25,9,3,12,25.5
"1455",2,0.83,7,1,10,1.66
"1456",12,0.85,4,4,16,10.2
